,0,1,2,3,4,5,6,7,8,9,10
11,5.9578790041324226,7.031505318326197,11.061777002784225,4.258342652607553,4.213405196846793,5.878071773091307,9.709422694345108,5.6589084573635375,3.8163570818841492,2.2710606490791747,0.0
12,6.639918948292319,6.393015299173612,11.591268578506885,3.3521447103625235,3.9511411469189284,5.3280874772480615,9.453299692080549,6.081120113173682,4.029862489093659,2.3513245135308125,1.0
13,6.545186118544763,6.772670848717979,11.677116087402112,4.905957346279877,4.18872096045024,5.150759554036171,11.1498968203515,6.095940662654584,4.480459938225238,2.7090429022878197,1.0
14,5.447744804389231,6.221113212308268,12.863902376565221,4.413749229802335,4.266334738940515,5.019307125058134,12.376774451474319,5.706834281879765,4.696703168037999,2.9175832608053724,1.0
15,5.792693775793566,7.1033819859125344,12.073851997887488,5.078417985573708,4.332476734100965,4.269396505197136,13.22975409614341,5.862198973047754,4.642899567245848,1.891529627162555,1.0
16,6.330030772074821,6.564049602650442,11.467850129418366,4.48798523475898,4.917879614426624,4.325294478891351,13.634459139656457,5.6364575045830065,3.846634720564964,3.718692090464458,1.0
17,7.376488208726812,6.3549887995285985,8.9480499818782,2.8178409999169958,5.073808494215115,4.232230787335823,11.9535195072757,5.315069565277156,3.1880664987316436,4.081859212249583,1.0
18,7.263702263563772,5.728359891021455,6.606299258267796,3.493969130740851,5.126750544206374,3.6479934779163727,11.365784204434078,4.5573572639840165,3.6211524632193175,4.209282463862479,1.0
19,8.059084848089867,5.405012150031695,5.835759266177888,2.955996034354939,4.438604281855362,3.21143287183466,10.627145705746813,4.37137442002043,2.7820316092291932,4.186232465520931,1.0
20,6.827351307717407,4.887199635652792,5.107790256606535,2.83621756235479,4.4666287827209885,2.8735361717100147,10.155265528448354,4.254487130137363,2.7351212515657437,4.366176248050095,1.0
21,5.905020381733806,5.061610973588472,4.772961919507281,2.7536225809660095,4.026717433222473,3.081932180774345,9.991470299244213,4.35196840581699,2.746344689558015,4.8999678451012585,1.0
22,5.576064617088775,5.199282966428854,3.9286727286772134,2.814727355367438,4.098728940894148,3.5567745500200942,9.039184503246332,4.123633580885638,2.1924243558371757,5.099230620205304,1.0
23,4.832571204432554,4.465329149571716,3.6428747362110983,2.0380362697567307,3.6888775415829116,2.990302017511226,8.528416779151769,3.364696523680749,2.0748875791853436,5.081378308054866,1.0
24,3.677661885391103,3.913249609445387,3.6352180749103127,1.6268459887456572,2.875816766299863,2.6435796264913733,7.484158143573097,2.876467736707525,1.9395490902419112,4.731772741600139,1.0
25,3.947859833715512,3.4435959905732147,3.4279105497654427,1.5074073835611728,2.279835755509481,3.91104614335552,7.048407084027787,3.100659340221739,1.9481284467562716,4.446165509841052,1.0
26,3.3038221695028085,2.944498220029658,3.332321322962713,1.2836271846393572,2.059719615399217,4.468533736112931,6.46182178677617,2.752702630630381,1.7242254060370783,4.1170271188919685,1.0
27,2.7407644966120017,2.5899143421620465,2.9071505013374974,0.9852893685991546,1.67360298289708,2.381251120763096,3.2800917625459647,2.641667908903514,1.1826857741260142,4.111565036024729,1.0
28,2.853341653075148,2.2416599363755267,2.7242867134957294,0.8692302866707848,1.507400933787352,2.725154054652876,1.567753056201525,2.581024118926166,1.5366585335369507,4.124828796321509,1.0
29,2.691547720174981,1.9277612798942982,2.482244345902842,0.7711808625545871,1.1693973899450043,2.333380168111745,1.1675649650238142,2.2095423467233672,1.5524080549708117,3.6565940399693773,1.0
30,2.368652749271547,1.6113869985160534,2.4723602993871623,0.5876461745915833,0.9833460597745614,2.13298782986206,1.0035114854408107,1.8306081145244946,1.360426678657376,3.361381489211169,1.0
31,2.3720015242307397,1.6277606367789303,2.243338406294612,0.4584777352910976,0.9893029012560248,2.138895906963512,1.011343357550544,1.7947917884947913,1.5108128805999854,3.2425954384341367,1.0
32,2.2871144299566026,1.7446586916475155,2.8748848113264955,0.5919852453332908,1.048679842464935,2.3810683235986403,1.0740284867257799,1.7267517624677282,1.6306515165635744,3.166164992317107,1.0
33,2.5572219366852096,1.7597304528224527,3.388358372922653,0.5006266906933945,0.9922198948628989,2.2970003037573576,1.3826021030284323,1.7999202728370562,1.8674731009918162,3.1612154710985862,1.0
34,2.622584030722521,1.6208272357114595,3.171132273730308,0.6380716362833994,1.0011220493186954,2.2951512646185677,0.9607856034051565,1.616483292661485,1.910529445489658,3.0154080400676264,1.0
35,2.4501257563074716,1.788679248138493,3.353894090453167,0.3824915072885062,1.242168966802467,2.4358024422133155,1.5445143290008332,1.842541413372345,1.8807453338243647,3.0620565308909704,1.0
36,2.6154036449360945,1.839091370865134,3.449642163403496,0.5171749159173089,1.1372575041295647,2.8534918204538826,1.8492445934973887,1.6470569389864238,1.8559638779802867,1.2637116238207398,1.0
37,2.624426298870759,1.9459798651626556,3.578060530085253,0.44982063239990566,1.1873006152288212,2.5498411749221646,1.9842473357178676,1.774068231225499,1.9150035115473543,1.2443276316325012,1.0
38,2.564870041742296,2.0380041749235716,2.9772174128580104,0.49934806010119814,1.2738348253814138,2.755077528064419,2.0580915190601274,1.8151284753239167,1.6996895032025918,1.164231410871082,1.0
39,2.618709365404243,2.064887345554723,2.8027395639714996,0.4769247521435602,1.1505765448023624,3.0964115811803197,2.6038969873703195,1.7820871309599795,1.7513740341195785,1.2843428024718264,1.0
40,2.433092793695579,2.077716797653835,2.9921244321496374,0.5544241301911939,1.1295062969410878,2.6984819132220252,2.825829413029993,1.6781613519199539,1.7691140519968087,1.1449465287850273,1.0
41,2.480270646418944,2.0676382038799943,2.4048178870843344,0.6859265798095464,1.2444957374447085,2.397304177972643,2.0728050448984447,1.629151596664343,1.618607775200985,1.3608472157981453,1.0
42,2.7320349439216898,1.9893334687782271,2.5779219841282384,0.4312847799538986,1.276631406795417,2.428245808889983,2.6162134262949905,1.6995158177710152,1.7337367800168693,1.3962670604790048,1.0
43,2.26394619416007,2.1638315568452526,2.447664305107139,0.5843535262128796,1.168049975023962,2.372984786836696,3.238186804654532,1.4706209734477511,1.67951293524672,1.5026697739174324,1.0
44,2.340889952962158,1.9929272136253076,2.45642716431135,0.5673395330883011,1.1585210221237787,2.3376738519654907,3.0159242780459294,1.635708043956896,1.916370892055454,1.4495788100204834,1.0
45,2.5072103743247,1.9539178693906365,2.598748520978887,0.4723207687924855,1.127766222506068,2.1224105439506786,3.2045076488492725,1.4968353251767041,2.162246998340464,1.2960874472469754,1.0
46,2.5929339371378433,1.933574945757755,2.4342368446318687,0.4829943401960577,1.2381724069507811,1.963177578557918,2.0559546414916383,1.52536472150382,2.1434974762919694,1.3694384127645094,1.0
47,2.580886603153516,1.9694260324332333,2.087088038603241,0.41900567701938485,1.126457409006349,1.9818168114981631,2.20435412825708,1.5329971536083917,2.2354660431692253,1.3867253261507528,1.0
48,2.6615241018585323,2.089910648120025,2.093694255812494,0.4126408648372717,1.314386760664462,1.8611752861637285,2.238037142239847,1.4787175418746017,2.516014806990455,1.3506406280452836,1.0
49,3.0950355424649842,2.2299286069433037,2.275353862947213,0.44004969776676717,1.2726584201247988,1.9260172040863779,2.13147077204718,1.5787536689566934,2.7319644489889185,1.3811034748886755,1.0
50,3.1597343110374823,2.342308095991399,1.8792772883928137,0.5578194038848494,1.166801390802874,1.8406641565736948,2.0118186568609246,1.5862050216560704,3.0851989809641793,1.3309325471275315,1.0
51,3.124615670844804,2.338244880671681,1.904222240930494,0.66883286220326,1.2207647037978973,1.9214943758647678,2.5718635538990497,1.568676835698568,2.988257748026456,1.2855336981427854,1.0
52,3.2303734971118274,2.208059849818511,1.9471394466105494,0.6145170111713298,1.248722206750415,1.7073665638718296,1.6703926880636288,1.539722010164013,3.078324467426853,1.3459738217259485,0.0
53,2.9493311400000835,2.1242191245423783,2.2182330348487653,0.5122334916144382,1.04524250225478,1.5558022106286273,1.830381361291387,1.4786210093990064,2.969520545585226,1.3088772610273338,0.0
54,2.7188407993691044,2.1906928365193323,2.2074960043444207,0.5169991784245838,1.0303132732621236,1.5130437197997253,1.5638928228075883,1.606218335956953,2.593698171059856,1.201115141167719,0.0
55,2.6296818119867282,2.09515405836558,2.4091435617661148,0.3768022920189651,0.9800512748250583,1.4734441893887436,1.503194067591778,1.434674140311614,2.440749053827602,1.1798457193574166,0.0
56,2.646834608766653,2.3730230381947024,2.6239648816367946,0.5163974141169092,1.0533533916427302,1.6282670330536462,2.2531000196667037,1.597648642936889,2.534676321733315,1.2173286428933636,0.0
57,2.793999142790369,2.3050946045346166,2.99843846897312,0.620536001760172,1.0600416798695562,1.5176796437721976,1.8445367276191575,1.81720117870546,2.5760761434444532,1.1938265677708841,0.0
58,2.8050628509553235,2.4218027309139813,2.8389095710167567,0.5590180534699414,1.0185474761030946,1.5761060173796864,2.2155311120343413,1.9391841175228137,2.6695114522562733,1.116768058853097,0.0
59,3.2518552949359503,2.702744630978799,3.089351192997839,0.4719488383600208,1.1284436893348015,1.587974884811075,2.1605541774060555,2.143892703980157,2.9811197761199537,1.3820067498478465,0.0
60,3.4449216032017205,2.8558576084521974,3.766373491334548,0.6732162201348331,1.2592180694280444,1.7299083189958253,2.140240977475628,2.2320731285081763,2.5841037131574467,1.3299890373744745,0.0
61,3.4102575709994767,3.4458926510118886,4.164907977674062,0.6661602914322771,1.5534418664781526,1.8928666570276675,2.1273094690082814,2.663349747103325,2.50587307453236,1.4749997940067203,0.0
62,3.4205878367129117,3.61789896231042,4.024137706790384,0.6009446236838016,1.8217952342878334,1.8568289445085213,1.9317290601610466,2.709031627490617,2.2481150365680094,1.4856141736290454,0.0
63,3.2114188573101217,3.948097223587439,5.00558987833071,0.8894105365917824,2.063465585249503,1.8451548928269688,2.267810477877447,2.7698680914313343,2.1831900269268374,1.5449817299063682,0.0
64,3.4108124428050246,4.954230549419492,5.8974299405296335,1.2219006004081336,2.538179266284743,1.7847926401528298,2.4739126961418663,2.9516697414864552,2.0650695054918344,1.4562595841821633,0.0
65,3.832211467740734,5.279085446855419,7.919139209306678,1.615362399346708,2.807278640844004,1.8680739545989695,2.5077996718346753,3.2505579247866763,1.9631145468782165,1.4949879260921648,0.0
66,3.9101679488513525,5.379807075676723,8.180825771353312,2.1249466430385553,2.963920199430902,1.8177094243606575,2.2244950901447,3.2740395691027118,2.050611733771575,1.5540900211098574,0.0
67,4.561977263858097,5.41387900897584,8.93347923008318,2.7012897476346893,3.3122752177052917,2.096619801626531,2.287370093853042,3.448872084415001,2.1735362684291886,1.5344743234587384,0.0
68,4.843001862358307,5.920543200203696,9.23014549410172,3.2411410160475214,3.3429650175541497,2.1815130472730857,1.848273984246532,3.6813076666945506,2.316689299671566,1.5352826871883565,0.0
69,5.454057752372648,5.917582671359526,8.433174571602876,4.0287158697063035,3.8574447933853264,2.3482981170539574,1.9883358269501628,3.8347761736638972,2.682930865125911,1.523732544044833,0.0
70,6.0092359887025,6.19910921909235,9.410376068155756,4.402677481818813,3.939792757300239,2.6818348412884347,1.5814429026173116,3.9329133605231164,2.7192822203770675,1.254477566298874,0.0
71,6.297114388280107,6.328563713394573,9.075097442478807,5.23724849294689,3.998466607660987,2.771427740822702,2.0416611016468664,3.995800978362439,3.1519914385006587,1.462510038965064,0.0
72,6.166063041038569,6.269144187678421,8.950980726452542,5.254752085616701,4.074404240204331,3.2412467208649787,1.917616462887139,3.6631755363542027,3.1475308279763397,1.3377101244730625,0.0
73,6.5380363383047495,6.509045136162825,8.81577478574485,5.5396524917688055,4.18319936003445,3.5469581160195958,2.1315570921921108,4.476983258122459,3.5223736081750303,1.2617466215812954,0.0
74,6.400195212895511,6.095217645241149,9.173128048289726,5.369380975466726,4.151652374299857,3.7763916403025064,2.357340765665924,4.590884306665117,3.5892540651473723,1.3199954080847078,0.0
75,6.295470947266381,6.727331246939116,10.380142072919256,5.904690462963771,4.603579134201453,3.906841184917994,2.4810208652072276,4.763092408910808,3.251156556624352,1.3962398761792656,0.0
76,6.491047599068935,7.230903708821728,9.902837520484582,6.074879791471346,4.780425148859251,3.5976997405469433,2.487000252958495,5.235463203673447,3.250448690377084,1.5643045648860152,0.0
77,6.365786277908086,7.436517322143146,12.464857141757477,6.6542127193109195,4.862510013212585,3.753403518335233,2.274803005864328,3.523376576973078,3.2423584935176564,1.4530660176528158,0.0
78,6.609298705452915,7.489192055357506,13.775750030379925,7.637474269925576,5.3488460800105315,4.579972689814923,2.10295210871746,4.255942642664905,3.2461491061347942,1.3919240807877884,0.0
79,6.289293663596993,7.587752351344449,15.22829598244607,8.129955092126636,5.7103390571527655,4.783360416699594,2.352537210011917,4.7652866124947195,3.800659483650861,1.514435833157819,0.0
80,6.2334221746325795,7.41214048723802,15.141835408673927,8.242957401746565,6.153210393777812,5.243203162565948,2.8749669787639505,5.564959752238167,4.207650020041569,1.389782477339395,0.0
81,6.009538872603969,7.061253459801918,15.92796590627924,8.75623498058215,6.472107809669126,5.709135667958719,2.0880809019663786,6.695197556652204,4.671761574187741,1.5553731408606666,0.0
82,5.862675314007475,6.90391304150458,15.82085902318562,9.022187101898481,6.99168815805271,6.4336608690186665,1.828113901364702,6.545539298889992,5.104531203732506,1.401595348955226,0.0
83,5.794128805892257,6.548957420574112,14.599339868747109,9.188162989770234,7.140104229924901,6.503856024074565,1.760574519767772,7.666349458855876,5.8282745105793765,1.5944491023093121,0.0
84,5.759890360649337,6.490532946389777,14.856368471321588,9.300720360790308,7.250328977146694,7.089296704376892,1.8972730616426077,7.257924057740212,6.191831690402722,1.3852664374302037,0.0
85,5.600313923617676,6.478892403240565,15.218293557733574,8.243670713132047,7.1255259737540655,7.653204816509458,1.6575282702486618,8.928282978961562,6.337013842402143,1.3962469505401884,0.0
86,5.896825290328621,6.473394991326842,15.65744704337888,7.794773012430653,7.111511605596519,5.811838738409875,1.9534002683875542,8.197068283957861,6.073704530089913,1.2917388362818372,0.0
87,6.087905507390019,6.8456883378466955,16.88784652475769,7.564436572368493,7.270446580593159,6.028043439828906,2.1799271875385955,10.287510289806448,6.359524705767342,1.2745779412891238,0.0
88,6.3875544696286966,6.929424768871144,16.906796683120774,6.9021290346093735,6.903377477517893,6.45952287262628,2.005773832628961,11.481272909626881,6.25684815823908,1.5506997766211725,0.0
89,6.66378302978606,6.928123936436492,18.61928638895739,6.586803165486543,7.313386209769561,6.364268241908604,2.1245320483097885,11.16661230735653,5.95842630032422,1.263040699214514,0.0
90,6.729505247953114,6.84752645061252,19.20850563910105,6.208200116749481,7.158315604135822,6.440525894581185,1.8948096503117426,11.821823165261264,6.089306340188529,1.1086150595729691,0.0
91,7.177609854130225,7.1202780932488,20.513327548544964,6.717804316539173,7.637868611789116,6.844011277318657,2.123423613533305,9.960308294954075,5.946899550454162,1.6184549609189105,0.0
92,7.012004617428943,7.656340972660644,18.691256474687634,7.35073337432317,8.828648055106271,6.824034779704817,2.79577487301313,9.79255105579395,6.138354355917841,1.5792141766314387,0.0
93,8.155083619574981,8.64544694558009,25.640485682233844,8.08736399898848,9.634276118005545,6.892216405743881,2.573326106375987,12.39327600736658,6.899735837358236,1.3574343748266529,0.0
94,8.45930491141263,8.944588522523134,23.939533495251254,8.305113907055528,9.482806620912527,6.927283351738737,2.2474880174257805,11.715370490565363,6.267153184440815,1.4139777183260662,0.0
95,8.153545540977518,9.579017600182823,25.30885669772067,8.060053402127323,10.0780283776065,4.566533369902061,1.7715022894477386,11.592962827022575,6.380406208395414,1.6351374713537723,0.0
96,7.570235619693079,9.127087778996582,25.118134863440076,7.499476829309685,9.82243302189346,2.2840511434917232,2.021268598435057,10.869217459599298,6.306069783413761,1.4461852518603848,0.0
