,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,12.771977948349047,12.710794547022829,11.456911597277838,13.613757824459384,11.835235649927142,14.460557084061378,12.232947915647742,17.33343654457613,29.405080409400426,8.093920285533784,17.86190924704792,21.77557489586073,13.926412222051567,16.82795608065888,22.461733199828473,9.009595865529576,18.04019592897427,9.958752542204877,0.0
1,14.450607742854032,12.831248546531867,11.806233431181766,13.772548950735768,11.680655404596877,13.618851600623657,12.768223235259057,15.927270783049636,25.128554113169372,7.482624751037662,16.393052715552244,22.379843633819576,12.688097685809907,16.741810255358047,21.840975570682502,8.294698200734814,15.533387221831418,9.560489443126556,0.0
2,13.04288805243624,12.924200162305738,11.715738711841226,13.466177727710885,11.476175363833022,14.56869850795971,11.863712612272622,16.139755021617987,26.373634831304145,7.9882791276091325,17.546157346524666,21.58182733789468,13.932132276825087,16.07050792041676,21.26769329417428,9.185607041872345,16.75339138046735,11.033212304693876,0.0
3,16.05949783357039,12.632436853448581,12.449801871316197,8.057446169265802,10.586430897853234,13.978437709833372,12.002208825820048,14.662676828537997,25.14214065239935,6.907752632661669,17.94114272929255,20.203813564619196,12.358379058935384,15.080609178013418,22.421895382941415,9.226559887079304,15.768993363297767,10.20284133638961,0.0
4,17.5082049042488,12.22511161406888,12.676998100576071,13.823789724404293,9.098219301707104,12.793044584623402,12.191657464650035,15.253342278305524,25.259577335524682,7.841593038161108,19.544628736070138,22.040843731383262,13.531738304342355,15.073336965893503,21.377467321380806,9.390941812337616,16.170880264309574,10.725793218244576,0.0
5,18.98413453769396,11.3337977852905,13.07435269302826,14.71473185707913,9.903011709318776,12.849553376090256,12.46997013236276,16.81347120889984,25.883380769798578,8.041312840999751,19.037784541494773,23.26557477902969,14.000316533901128,16.177540861422756,22.177406677533895,9.848532035372415,15.975338677794781,12.019859597818169,0.0
6,19.08100034171045,11.68467341258986,12.664143928224462,14.504569495848727,10.411517836963668,12.248280816925103,12.475775232909541,16.31912215278348,22.701179331069568,8.633387411920609,18.802728928196444,25.563153225443955,13.820523269470897,15.859339313282163,21.177355171678954,8.23599234507148,15.018888328831139,11.062952987725765,0.0
7,18.441539446754064,10.88592250260487,12.905978967543234,12.946467192506304,10.02346354546927,11.018851014667348,12.689765959595036,15.677211242141027,20.74476087356055,7.967917685939682,17.502809406697338,21.9428021139436,12.607549850810642,16.368191886208905,20.913798877377445,7.7832725207651094,16.82195160046092,10.389075929474217,0.0
8,18.375076426391303,11.378128670887861,13.313618582883578,13.089628112576378,10.899294815632715,10.376466719912116,13.491648154446096,15.873953111507092,21.057658422420047,6.090535774719683,16.39477567902631,25.477374614912918,10.608529711773286,12.194394101390799,19.958728466325738,6.8439052621280325,15.874729223788478,9.737226716517512,0.0
9,27.205455740919632,11.008642773174557,11.84473404603392,12.158784155608913,11.063717242134317,-2.3681138347498063,14.329068574456699,15.068912512926147,21.38299171060254,6.383833296718137,18.32342825388011,24.09166161440544,10.694561317617513,16.528186044766954,18.779201359430033,5.865077565207116,15.833206386691387,10.361157651812164,0.0
10,17.971123184310073,10.382393883179816,12.45465401051328,12.547741779433096,8.506939179329692,8.297221861733817,12.037903782514206,14.211331936867197,20.77185060165513,6.51401256015501,16.928355962760918,21.74743027952144,10.734262440368042,15.92968073294358,19.442457760587445,4.3777146338038335,15.746155280190095,10.741717421604989,0.0
11,17.0839958122597,5.135484620566558,11.866128752256174,7.21335591213429,6.392501009302265,8.343631563815052,10.636180893753505,12.606462024482227,24.030332028680817,6.783758356000931,16.727942843916765,24.263200456632546,8.589130279405055,15.406205337416367,18.405217218068998,3.762113145702216,15.6994733748339,10.980283442604815,0.0
12,10.550489157703112,4.945758797753285,6.147210582041595,6.8537325598985035,6.168739309781785,5.043833866454747,14.668103641724969,12.211969443541165,22.546776746137965,6.054204678984092,18.11784783356029,22.684636659585664,10.072074097199504,14.230251714331558,18.363659365295433,3.8999433531664067,15.4017134097557,13.156381757554612,1.0
